id_comanda,data_ora,nume_restaurant,tip_comanda,metoda_plata,numar_masa,id_ospatar,nume_produs,categorie_standard,cantitate,pret_unitar_ron,total_linie_ron
ORD-202608-00462,2026-08-05 21:03:10,Restaurantul Nostru,La Masa,Card,Masa 6,OSP-05,Lava Cake cu Înghețată de Vanilie,Desert,2,28.0,56.0
ORD-202608-00462,2026-08-05 21:03:10,Restaurantul Nostru,La Masa,Card,Masa 6,OSP-05,Platou Gustări Rece Tradiționale,Cârnați & Platouri,1,85.0,85.0
ORD-202608-00462,2026-08-05 21:03:10,Restaurantul Nostru,La Masa,Card,Masa 6,OSP-05,Ștrudel de Mere cu Sos de Vanilie,Desert,1,25.0,25.0
ORD-202608-00463,2026-08-23 21:23:23,Restaurantul Nostru,La Masa,Card,Masa 18,OSP-05,Țuică de Prune Ardelenească 50ml,Băuturi Alcoolice & Bere,1,18.0,18.0
ORD-202608-00463,2026-08-23 21:23:23,Restaurantul Nostru,La Masa,Card,Masa 18,OSP-05,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-00463,2026-08-23 21:23:23,Restaurantul Nostru,La Masa,Card,Masa 18,OSP-05,Salată de Murături Asortate,Salate,1,14.0,14.0
ORD-202608-00463,2026-08-23 21:23:23,Restaurantul Nostru,La Masa,Card,Masa 18,OSP-05,Piure de Cartofi cu Unt,Garnituri,1,16.0,16.0
ORD-202608-00464,2026-08-05 21:29:16,Restaurantul Nostru,La Masa,Card,Masa 10,OSP-01,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,1,10.0,10.0
ORD-202608-00464,2026-08-05 21:29:16,Restaurantul Nostru,La Masa,Card,Masa 10,OSP-01,Bere Heineken 0.33L,Băuturi Alcoolice & Bere,1,16.0,16.0
ORD-202608-00464,2026-08-05 21:29:16,Restaurantul Nostru,La Masa,Card,Masa 10,OSP-01,Pastramă de Oaie la Tigaie cu Mămăligă,Mâncăruri Gătite & Specialități,2,56.0,112.0
ORD-202608-00465,2026-08-02 19:14:28,Restaurantul Nostru,La Masa,Card,Masa 16,OSP-01,Mămăliguță Caldă,Garnituri,2,8.0,16.0
ORD-202608-00465,2026-08-02 19:14:28,Restaurantul Nostru,La Masa,Card,Masa 16,OSP-01,Cappuccino cu Spumă de Lapte,Băuturi Răcoritoare & Cafea,1,15.0,15.0
ORD-202608-00465,2026-08-02 19:14:28,Restaurantul Nostru,La Masa,Card,Masa 16,OSP-01,Coca-Cola / Coca-Cola Zero 0.33L,Băuturi Răcoritoare & Cafea,1,12.0,12.0
ORD-202608-00465,2026-08-02 19:14:28,Restaurantul Nostru,La Masa,Card,Masa 16,OSP-01,Piure de Cartofi cu Unt,Garnituri,1,16.0,16.0
ORD-202608-00465,2026-08-02 19:14:28,Restaurantul Nostru,La Masa,Card,Masa 16,OSP-01,Sos Barbeque,Sosuri & Extra,1,6.0,6.0
ORD-202608-00466,2026-08-15 14:43:50,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Tochitură Moldovenească cu Mămăligă,Mâncăruri Gătite & Specialități,1,48.0,48.0
ORD-202608-00466,2026-08-15 14:43:50,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-00467,2026-08-15 13:58:48,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Sarmale Românești în Foi de Varză (4 buc),Mâncăruri Gătite & Specialități,1,44.0,44.0
ORD-202608-00467,2026-08-15 13:58:48,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Iahnie de Fasole cu Bacon,Garnituri,1,16.0,16.0
ORD-202608-00467,2026-08-15 13:58:48,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Coș de Pâine de Casă,Sosuri & Extra,2,7.0,14.0
ORD-202608-00467,2026-08-15 13:58:48,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Salată de Ardei Copți,Salate,1,16.0,16.0
ORD-202608-00467,2026-08-15 13:58:48,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Bere Nepasteurizată Zăganu 0.5L,Băuturi Alcoolice & Bere,1,22.0,22.0
ORD-202608-00468,2026-08-14 13:39:09,Restaurantul Nostru,La Masa,Card,Masa 6,OSP-12,Bere Nepasteurizată Zăganu 0.5L,Băuturi Alcoolice & Bere,2,22.0,44.0
ORD-202608-00468,2026-08-14 13:39:09,Restaurantul Nostru,La Masa,Card,Masa 6,OSP-12,Salată de Ardei Copți,Salate,3,16.0,48.0
ORD-202608-00468,2026-08-14 13:39:09,Restaurantul Nostru,La Masa,Card,Masa 6,OSP-12,Mămăliguță Caldă,Garnituri,2,8.0,16.0
ORD-202608-00469,2026-08-03 17:31:13,Restaurantul Nostru,La Masa,Card,Masa 2,OSP-08,Platou Gustări Rece Tradiționale,Cârnați & Platouri,2,85.0,170.0
ORD-202608-00469,2026-08-03 17:31:13,Restaurantul Nostru,La Masa,Card,Masa 2,OSP-08,Salată Caesar cu Pui la Grătar,Salate,2,38.0,76.0
ORD-202608-00469,2026-08-03 17:31:13,Restaurantul Nostru,La Masa,Card,Masa 2,OSP-08,Piept de Pui la Grătar,Preparate la Grătar & Mici,1,34.0,34.0
ORD-202608-00469,2026-08-03 17:31:13,Restaurantul Nostru,La Masa,Card,Masa 2,OSP-08,Clătite cu Finetti și Banane (2 buc),Desert,1,22.0,22.0
ORD-202608-00470,2026-08-19 13:25:34,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Mujdei de Usturoi Tradițional,Sosuri & Extra,1,5.0,5.0
ORD-202608-00470,2026-08-19 13:25:34,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Bere Ciuc Premium la Draught 0.4L,Băuturi Alcoolice & Bere,2,14.0,28.0
ORD-202608-00470,2026-08-19 13:25:34,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Țuică de Prune Ardelenească 50ml,Băuturi Alcoolice & Bere,1,18.0,18.0
ORD-202608-00470,2026-08-19 13:25:34,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Tochitură Moldovenească cu Mămăligă,Mâncăruri Gătite & Specialități,1,48.0,48.0
ORD-202608-00470,2026-08-19 13:25:34,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-00471,2026-08-24 20:41:55,Restaurantul Nostru,La Masa,Numerar,Masa 13,OSP-03,Pastramă de Oaie la Tigaie cu Mămăligă,Mâncăruri Gătite & Specialități,1,56.0,56.0
ORD-202608-00471,2026-08-24 20:41:55,Restaurantul Nostru,La Masa,Numerar,Masa 13,OSP-03,Mujdei de Usturoi Tradițional,Sosuri & Extra,1,5.0,5.0
ORD-202608-00471,2026-08-24 20:41:55,Restaurantul Nostru,La Masa,Numerar,Masa 13,OSP-03,Salată Caesar cu Pui la Grătar,Salate,1,38.0,38.0
ORD-202608-00471,2026-08-24 20:41:55,Restaurantul Nostru,La Masa,Numerar,Masa 13,OSP-03,Bere Heineken 0.33L,Băuturi Alcoolice & Bere,1,16.0,16.0
ORD-202608-00471,2026-08-24 20:41:55,Restaurantul Nostru,La Masa,Numerar,Masa 13,OSP-03,Salată de Vinete Coapte pe Plită,Aperitive & Gustări,2,24.0,48.0
ORD-202608-00472,2026-08-29 18:17:03,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Piept de Pui la Grătar,Preparate la Grătar & Mici,1,34.0,34.0
ORD-202608-00472,2026-08-29 18:17:03,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Tochitură Moldovenească cu Mămăligă,Mâncăruri Gătite & Specialități,2,48.0,96.0
ORD-202608-00472,2026-08-29 18:17:03,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Muștar Clasic,Sosuri & Extra,1,4.0,4.0
ORD-202608-00472,2026-08-29 18:17:03,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Salată Grecească,Salate,2,34.0,68.0
ORD-202608-00472,2026-08-29 18:17:03,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Pachet Vinul Casei Fetească Regală 1L,Băuturi Alcoolice & Bere,1,55.0,55.0
ORD-202608-00473,2026-08-24 15:29:24,Restaurantul Nostru,La Masa,Card,Masa 16,OSP-01,Sos Barbeque,Sosuri & Extra,1,6.0,6.0
ORD-202608-00473,2026-08-24 15:29:24,Restaurantul Nostru,La Masa,Card,Masa 16,OSP-01,Platou Gustări Rece Tradiționale,Cârnați & Platouri,1,85.0,85.0
ORD-202608-00473,2026-08-24 15:29:24,Restaurantul Nostru,La Masa,Card,Masa 16,OSP-01,Lava Cake cu Înghețată de Vanilie,Desert,1,28.0,28.0
ORD-202608-00473,2026-08-24 15:29:24,Restaurantul Nostru,La Masa,Card,Masa 16,OSP-01,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-00474,2026-08-07 21:50:39,Restaurantul Nostru,La Masa,Card,Masa 35,OSP-07,Bulz Ardelenesc la Grătar,Aperitive & Gustări,1,32.0,32.0
ORD-202608-00474,2026-08-07 21:50:39,Restaurantul Nostru,La Masa,Card,Masa 35,OSP-07,Pastramă de Oaie la Tigaie cu Mămăligă,Mâncăruri Gătite & Specialități,2,56.0,112.0
ORD-202608-00474,2026-08-07 21:50:39,Restaurantul Nostru,La Masa,Card,Masa 35,OSP-07,Piure de Cartofi cu Unt,Garnituri,1,16.0,16.0
ORD-202608-00474,2026-08-07 21:50:39,Restaurantul Nostru,La Masa,Card,Masa 35,OSP-07,Salată de Ardei Copți,Salate,1,16.0,16.0
ORD-202608-00475,2026-08-13 21:51:43,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Muștar Clasic,Sosuri & Extra,1,4.0,4.0
ORD-202608-00475,2026-08-13 21:51:43,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Piept de Pui la Grătar,Preparate la Grătar & Mici,1,34.0,34.0
ORD-202608-00475,2026-08-13 21:51:43,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Ștrudel de Mere cu Sos de Vanilie,Desert,1,25.0,25.0
ORD-202608-00475,2026-08-13 21:51:43,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Platou Cârnați Asortați,Cârnați & Platouri,1,95.0,95.0
ORD-202608-00475,2026-08-13 21:51:43,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Cappuccino cu Spumă de Lapte,Băuturi Răcoritoare & Cafea,1,15.0,15.0
ORD-202608-00476,2026-08-19 20:59:29,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Țuică de Prune Ardelenească 50ml,Băuturi Alcoolice & Bere,3,18.0,54.0
ORD-202608-00476,2026-08-19 20:59:29,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,3,10.0,30.0
ORD-202608-00476,2026-08-19 20:59:29,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Limonadă Proaspătă cu Miere și Mentă 0.5L,Băuturi Răcoritoare & Cafea,1,20.0,20.0
ORD-202608-00476,2026-08-19 20:59:29,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Platou Cârnați Asortați,Cârnați & Platouri,1,95.0,95.0
ORD-202608-00476,2026-08-19 20:59:29,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Mămăliguță Caldă,Garnituri,1,8.0,8.0
ORD-202608-00477,2026-08-07 18:39:20,Restaurantul Nostru,La Masa,Card,Masa 35,OSP-01,Platou Gustări Rece Tradiționale,Cârnați & Platouri,1,85.0,85.0
ORD-202608-00477,2026-08-07 18:39:20,Restaurantul Nostru,La Masa,Card,Masa 35,OSP-01,Papanași cu Smântână și Dulceață de Afine (2 buc),Desert,1,32.0,32.0
ORD-202608-00478,2026-08-25 21:42:35,Restaurantul Nostru,La Masa,Card,Masa 8,OSP-06,Ciolan de Porc Rumexit la Cuptor,Mâncăruri Gătite & Specialități,1,78.0,78.0
ORD-202608-00478,2026-08-25 21:42:35,Restaurantul Nostru,La Masa,Card,Masa 8,OSP-06,Piure de Cartofi cu Unt,Garnituri,1,16.0,16.0
ORD-202608-00478,2026-08-25 21:42:35,Restaurantul Nostru,La Masa,Card,Masa 8,OSP-06,Platou Cârnați Asortați,Cârnați & Platouri,1,95.0,95.0
ORD-202608-00479,2026-08-29 19:41:09,Restaurantul Nostru,La Masa,Numerar,Masa 23,OSP-08,Pastramă de Oaie la Tigaie cu Mămăligă,Mâncăruri Gătite & Specialități,1,56.0,56.0
ORD-202608-00479,2026-08-29 19:41:09,Restaurantul Nostru,La Masa,Numerar,Masa 23,OSP-08,Bulz Ardelenesc la Grătar,Aperitive & Gustări,3,32.0,96.0
ORD-202608-00479,2026-08-29 19:41:09,Restaurantul Nostru,La Masa,Numerar,Masa 23,OSP-08,Varză Călită în Vin cu Chimen,Garnituri,1,15.0,15.0
ORD-202608-00480,2026-08-23 14:10:18,Restaurantul Nostru,La Masa,Card,Masa 19,OSP-05,Sarmale Românești în Foi de Varză (4 buc),Mâncăruri Gătite & Specialități,2,44.0,88.0
ORD-202608-00480,2026-08-23 14:10:18,Restaurantul Nostru,La Masa,Card,Masa 19,OSP-05,Piure de Cartofi cu Unt,Garnituri,1,16.0,16.0
ORD-202608-00481,2026-08-10 10:04:27,Restaurantul Nostru,La Masa,Card,Masa 31,OSP-04,Mujdei de Usturoi Tradițional,Sosuri & Extra,1,5.0,5.0
ORD-202608-00481,2026-08-10 10:04:27,Restaurantul Nostru,La Masa,Card,Masa 31,OSP-04,Țuică de Prune Ardelenească 50ml,Băuturi Alcoolice & Bere,1,18.0,18.0
ORD-202608-00481,2026-08-10 10:04:27,Restaurantul Nostru,La Masa,Card,Masa 31,OSP-04,Salată Grecească,Salate,1,34.0,34.0
ORD-202608-00481,2026-08-10 10:04:27,Restaurantul Nostru,La Masa,Card,Masa 31,OSP-04,Salată de Ardei Copți,Salate,1,16.0,16.0
ORD-202608-00481,2026-08-10 10:04:27,Restaurantul Nostru,La Masa,Card,Masa 31,OSP-04,Șnițel Gigant de Pui Pane,Mâncăruri Gătite & Specialități,1,36.0,36.0
ORD-202608-00482,2026-08-06 19:43:29,Restaurantul Nostru,La Masa,Card,Masa 28,OSP-07,Bere Nepasteurizată Zăganu 0.5L,Băuturi Alcoolice & Bere,1,22.0,22.0
ORD-202608-00482,2026-08-06 19:43:29,Restaurantul Nostru,La Masa,Card,Masa 28,OSP-07,Salată Caesar cu Pui la Grătar,Salate,1,38.0,38.0
ORD-202608-00482,2026-08-06 19:43:29,Restaurantul Nostru,La Masa,Card,Masa 28,OSP-07,Sos Barbeque,Sosuri & Extra,1,6.0,6.0
ORD-202608-00482,2026-08-06 19:43:29,Restaurantul Nostru,La Masa,Card,Masa 28,OSP-07,Vin Purcari Rară Neagră Sticlă 0.75L,Băuturi Alcoolice & Bere,1,95.0,95.0
ORD-202608-00482,2026-08-06 19:43:29,Restaurantul Nostru,La Masa,Card,Masa 28,OSP-07,Piure de Cartofi cu Unt,Garnituri,1,16.0,16.0
ORD-202608-00483,2026-08-18 12:52:10,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Piept de Pui la Grătar,Preparate la Grătar & Mici,2,34.0,68.0
ORD-202608-00483,2026-08-18 12:52:10,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Espresso Scurt / Lung Julius Meinl,Băuturi Răcoritoare & Cafea,1,12.0,12.0
ORD-202608-00483,2026-08-18 12:52:10,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Papanași cu Smântână și Dulceață de Afine (2 buc),Desert,1,32.0,32.0
ORD-202608-00483,2026-08-18 12:52:10,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Ciorbă de Văcuță,Ciorbe & Supe,1,25.0,25.0
ORD-202608-00484,2026-08-24 20:06:36,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Mici Românești de Vită-Porc (1 buc),Preparate la Grătar & Mici,1,7.5,7.5
ORD-202608-00484,2026-08-24 20:06:36,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Mici de Oaie și Vită (1 buc),Preparate la Grătar & Mici,1,8.5,8.5
ORD-202608-00484,2026-08-24 20:06:36,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Frigărui de Berbecuț,Preparate la Grătar & Mici,1,58.0,58.0
ORD-202608-00484,2026-08-24 20:06:36,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,1,10.0,10.0
ORD-202608-00485,2026-08-09 14:17:43,Restaurantul Nostru,La Masa,Card,Masa 33,OSP-02,Șnițel Gigant de Pui Pane,Mâncăruri Gătite & Specialități,1,36.0,36.0
ORD-202608-00485,2026-08-09 14:17:43,Restaurantul Nostru,La Masa,Card,Masa 33,OSP-02,Pastramă de Oaie la Tigaie cu Mămăligă,Mâncăruri Gătite & Specialități,1,56.0,56.0
ORD-202608-00485,2026-08-09 14:17:43,Restaurantul Nostru,La Masa,Card,Masa 33,OSP-02,Ciorbă de Perișoare,Ciorbe & Supe,2,24.0,48.0
ORD-202608-00486,2026-08-17 21:24:32,Restaurantul Nostru,La Masa,Card,Masa 34,OSP-02,Piure de Cartofi cu Unt,Garnituri,1,16.0,16.0
ORD-202608-00486,2026-08-17 21:24:32,Restaurantul Nostru,La Masa,Card,Masa 34,OSP-02,Salată de Vinete Coapte pe Plită,Aperitive & Gustări,1,24.0,24.0
ORD-202608-00487,2026-08-11 21:12:08,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Papanași cu Smântână și Dulceață de Afine (2 buc),Desert,3,32.0,96.0
ORD-202608-00487,2026-08-11 21:12:08,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Clătite cu Finetti și Banane (2 buc),Desert,2,22.0,44.0
ORD-202608-00487,2026-08-11 21:12:08,Restaurantul Nostru,Pachet,Card,N/A,SYS-ONLINE,Pastramă de Oaie la Tigaie cu Mămăligă,Mâncăruri Gătite & Specialități,1,56.0,56.0
ORD-202608-00488,2026-08-27 21:11:02,Restaurantul Nostru,La Masa,Card,Masa 35,OSP-05,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,1,10.0,10.0
ORD-202608-00488,2026-08-27 21:11:02,Restaurantul Nostru,La Masa,Card,Masa 35,OSP-05,Tochitură Moldovenească cu Mămăligă,Mâncăruri Gătite & Specialități,1,48.0,48.0
ORD-202608-00489,2026-08-27 14:16:52,Restaurantul Nostru,La Masa,Numerar,Masa 34,OSP-06,Bulz Ardelenesc la Grătar,Aperitive & Gustări,1,32.0,32.0
ORD-202608-00489,2026-08-27 14:16:52,Restaurantul Nostru,La Masa,Numerar,Masa 34,OSP-06,Piure de Cartofi cu Unt,Garnituri,1,16.0,16.0
ORD-202608-00490,2026-08-27 19:37:26,Restaurantul Nostru,La Masa,Card,Masa 2,OSP-09,Mujdei de Usturoi Tradițional,Sosuri & Extra,1,5.0,5.0
ORD-202608-00490,2026-08-27 19:37:26,Restaurantul Nostru,La Masa,Card,Masa 2,OSP-09,Supă Cremă de Legume cu Crutoane,Ciorbe & Supe,1,22.0,22.0
ORD-202608-00491,2026-08-13 13:29:44,Restaurantul Nostru,La Masa,Card,Masa 31,OSP-12,Ciorbă de Perișoare,Ciorbe & Supe,1,24.0,24.0
ORD-202608-00491,2026-08-13 13:29:44,Restaurantul Nostru,La Masa,Card,Masa 31,OSP-12,Fasole Bătută cu Ceapă Călită,Aperitive & Gustări,2,20.0,40.0
ORD-202608-00491,2026-08-13 13:29:44,Restaurantul Nostru,La Masa,Card,Masa 31,OSP-12,Salată de Ardei Copți,Salate,1,16.0,16.0
ORD-202608-00491,2026-08-13 13:29:44,Restaurantul Nostru,La Masa,Card,Masa 31,OSP-12,Salată Caesar cu Pui la Grătar,Salate,1,38.0,38.0
ORD-202608-00492,2026-08-07 14:07:11,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 33,OSP-12,Smântână Proaspătă 20%,Sosuri & Extra,1,5.0,5.0
ORD-202608-00492,2026-08-07 14:07:11,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 33,OSP-12,Limonadă Proaspătă cu Miere și Mentă 0.5L,Băuturi Răcoritoare & Cafea,1,20.0,20.0
ORD-202608-00492,2026-08-07 14:07:11,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 33,OSP-12,Cappuccino cu Spumă de Lapte,Băuturi Răcoritoare & Cafea,1,15.0,15.0
ORD-202608-00492,2026-08-07 14:07:11,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 33,OSP-12,Papanași cu Smântână și Dulceață de Afine (2 buc),Desert,1,32.0,32.0
ORD-202608-00493,2026-08-17 13:21:41,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 13,OSP-11,Lava Cake cu Înghețată de Vanilie,Desert,1,28.0,28.0
ORD-202608-00493,2026-08-17 13:21:41,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 13,OSP-11,Sarmale Românești în Foi de Varză (4 buc),Mâncăruri Gătite & Specialități,1,44.0,44.0
ORD-202608-00493,2026-08-17 13:21:41,Restaurantul Nostru,La Masa,Bonuri de Masa,Masa 13,OSP-11,Iahnie de Fasole cu Bacon,Garnituri,3,16.0,48.0
ORD-202608-00494,2026-08-07 10:15:06,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Bere Ciuc Premium la Draught 0.4L,Băuturi Alcoolice & Bere,3,14.0,42.0
ORD-202608-00494,2026-08-07 10:15:06,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Fasole Bătută cu Ceapă Călită,Aperitive & Gustări,3,20.0,60.0
ORD-202608-00495,2026-08-02 11:56:16,Restaurantul Nostru,La Masa,Card,Masa 1,OSP-01,Clătite cu Finetti și Banane (2 buc),Desert,1,22.0,22.0
ORD-202608-00495,2026-08-02 11:56:16,Restaurantul Nostru,La Masa,Card,Masa 1,OSP-01,Ciolan de Porc Rumexit la Cuptor,Mâncăruri Gătite & Specialități,1,78.0,78.0
ORD-202608-00495,2026-08-02 11:56:16,Restaurantul Nostru,La Masa,Card,Masa 1,OSP-01,Șnițel Gigant de Pui Pane,Mâncăruri Gătite & Specialități,1,36.0,36.0
ORD-202608-00495,2026-08-02 11:56:16,Restaurantul Nostru,La Masa,Card,Masa 1,OSP-01,Ciorbă de Perișoare,Ciorbe & Supe,1,24.0,24.0
ORD-202608-00496,2026-08-17 10:52:38,Restaurantul Nostru,La Masa,Card,Masa 22,OSP-12,Limonadă Proaspătă cu Miere și Mentă 0.5L,Băuturi Răcoritoare & Cafea,2,20.0,40.0
ORD-202608-00496,2026-08-17 10:52:38,Restaurantul Nostru,La Masa,Card,Masa 22,OSP-12,Cartofi Prăjiți cu Usturoi și Parmezan,Garnituri,1,18.0,18.0
ORD-202608-00496,2026-08-17 10:52:38,Restaurantul Nostru,La Masa,Card,Masa 22,OSP-12,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,1,10.0,10.0
ORD-202608-00496,2026-08-17 10:52:38,Restaurantul Nostru,La Masa,Card,Masa 22,OSP-12,Ciorbă de Perișoare,Ciorbe & Supe,2,24.0,48.0
ORD-202608-00496,2026-08-17 10:52:38,Restaurantul Nostru,La Masa,Card,Masa 22,OSP-12,Bere Ciuc Premium la Draught 0.4L,Băuturi Alcoolice & Bere,1,14.0,14.0
ORD-202608-00497,2026-08-30 19:33:41,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Coca-Cola / Coca-Cola Zero 0.33L,Băuturi Răcoritoare & Cafea,1,12.0,12.0
ORD-202608-00497,2026-08-30 19:33:41,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Sarmale Românești în Foi de Varză (4 buc),Mâncăruri Gătite & Specialități,2,44.0,88.0
ORD-202608-00497,2026-08-30 19:33:41,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Ciorbă de Văcuță,Ciorbe & Supe,1,25.0,25.0
ORD-202608-00497,2026-08-30 19:33:41,Restaurantul Nostru,Livrare,Card,N/A,SYS-ONLINE,Salată Grecească,Salate,1,34.0,34.0
ORD-202608-00498,2026-08-21 13:32:46,Restaurantul Nostru,Pachet,Bonuri de Masa,N/A,SYS-ONLINE,Varză Călită în Vin cu Chimen,Garnituri,1,15.0,15.0
ORD-202608-00498,2026-08-21 13:32:46,Restaurantul Nostru,Pachet,Bonuri de Masa,N/A,SYS-ONLINE,Iahnie de Fasole cu Bacon,Garnituri,1,16.0,16.0
ORD-202608-00498,2026-08-21 13:32:46,Restaurantul Nostru,Pachet,Bonuri de Masa,N/A,SYS-ONLINE,Ciorbă de Perișoare,Ciorbe & Supe,1,24.0,24.0
ORD-202608-00498,2026-08-21 13:32:46,Restaurantul Nostru,Pachet,Bonuri de Masa,N/A,SYS-ONLINE,Clătite cu Finetti și Banane (2 buc),Desert,1,22.0,22.0
ORD-202608-00498,2026-08-21 13:32:46,Restaurantul Nostru,Pachet,Bonuri de Masa,N/A,SYS-ONLINE,Supă Cremă de Legume cu Crutoane,Ciorbe & Supe,1,22.0,22.0
ORD-202608-00499,2026-08-28 23:47:36,Restaurantul Nostru,La Masa,Card,Masa 29,OSP-12,Burger Casei cu Cartofi Prăjiți,Mâncăruri Gătite & Specialități,2,49.0,98.0
ORD-202608-00499,2026-08-28 23:47:36,Restaurantul Nostru,La Masa,Card,Masa 29,OSP-12,Cappuccino cu Spumă de Lapte,Băuturi Răcoritoare & Cafea,1,15.0,15.0
ORD-202608-00499,2026-08-28 23:47:36,Restaurantul Nostru,La Masa,Card,Masa 29,OSP-12,Tochitură Moldovenească cu Mămăligă,Mâncăruri Gătite & Specialități,3,48.0,144.0
ORD-202608-00499,2026-08-28 23:47:36,Restaurantul Nostru,La Masa,Card,Masa 29,OSP-12,Cârnați Picanți de Pleșcoi,Cârnați & Platouri,1,42.0,42.0
ORD-202608-00499,2026-08-28 23:47:36,Restaurantul Nostru,La Masa,Card,Masa 29,OSP-12,Mici de Oaie și Vită (1 buc),Preparate la Grătar & Mici,3,8.5,25.5
ORD-202608-00500,2026-08-30 16:23:54,Restaurantul Nostru,La Masa,Card,Masa 9,OSP-01,Șnițel Gigant de Pui Pane,Mâncăruri Gătite & Specialități,1,36.0,36.0
ORD-202608-00500,2026-08-30 16:23:54,Restaurantul Nostru,La Masa,Card,Masa 9,OSP-01,Ciorbă Rădăuțeană de Pui,Ciorbe & Supe,1,26.0,26.0
ORD-202608-00500,2026-08-30 16:23:54,Restaurantul Nostru,La Masa,Card,Masa 9,OSP-01,Burger Casei cu Cartofi Prăjiți,Mâncăruri Gătite & Specialități,1,49.0,49.0
ORD-202608-00500,2026-08-30 16:23:54,Restaurantul Nostru,La Masa,Card,Masa 9,OSP-01,Ciolan de Porc Rumexit la Cuptor,Mâncăruri Gătite & Specialități,1,78.0,78.0
ORD-202608-00500,2026-08-30 16:23:54,Restaurantul Nostru,La Masa,Card,Masa 9,OSP-01,Pachet Vinul Casei Fetească Regală 1L,Băuturi Alcoolice & Bere,1,55.0,55.0
ORD-202608-00501,2026-08-02 16:13:37,Restaurantul Nostru,Pachet,Bonuri de Masa,N/A,SYS-ONLINE,Pachet Vinul Casei Fetească Regală 1L,Băuturi Alcoolice & Bere,1,55.0,55.0
